Rank,Cliente_BM,Empresa,Categoria,Gerencia_Obra,Cidade_Sede,Dist_Louveira_km,Telefone,Site,Avaliacao,Qtd_Avaliacoes,Score_ICP,Faixa_ICP,Score_Motivo,Endereco,Google_Maps,Nome_Decisor,Email,Status_Prospeccao,Observacoes
845,,RBM Incorporadora e Construtoratltda,Incorporadora,A verificar,Itatiba,27,(11) 4534-1977,,1,1,40,C - baixa aderencia,Incorporadora +25; 27km +10; tel +5,"Av. Sen. Lacerda Franco, 608 - Centro, Itatiba - SP, 13250-400",https://maps.google.com/?cid=3453511041438412660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
846,,Rent Maquinas,Construtora,Provavel,Itatiba,27,,,4,1,40,C - baixa aderencia,Construtora +30; 27km +10,"Rod. Alkindar Monteiro Junqueira, 1504-1570 - Sítio da Moenda, Itatiba - SP",https://maps.google.com/?cid=8688936844866293444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
847,,Varanda Visconde - Terreno,Construtora,Provavel,Itatiba,27,,,,,40,C - baixa aderencia,Construtora +30; 27km +10,"rua Verginio Belgini, altura do número 531 - Santo Antonio, Itatiba - SP, 13253-600",https://maps.google.com/?cid=15768539063076751250&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
848,,T.r Queiroz Construtora,Construtora,Provavel,Itupeva,22,,,,,40,C - baixa aderencia,Construtora +30; 22km +10,"R. Aristides Francisco da Silva, 53 - Jardim Arco Iris, Itupeva - SP, 13295-000",https://maps.google.com/?cid=7828200245422870816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
849,,C C Incorporadora Construtora,Incorporadora,A verificar,Jundiai,18,(11) 4587-3111,,5,1,40,C - baixa aderencia,Incorporadora +25; 18km +10; tel +5,"Av. Clemente Rosa, 1544 - Vila Maringa, Jundiaí - SP, 13210-000",https://maps.google.com/?cid=9690757304591098577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
850,,Construtora AC,Construtora,Provavel,Jundiai,18,,,,,40,C - baixa aderencia,Construtora +30; 18km +10,"Região Metropolitana de Jundiaí, Jundiaí - SP",https://maps.google.com/?cid=1201364799218884534&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
851,,Construtora Andrade Jundiaí Ltda,Construtora,Provavel,Jundiai,18,,,5,1,40,C - baixa aderencia,Construtora +30; 18km +10,"Av. Dr. Cavalcanti, 951 - Centro, Jundiaí - SP, 13201-003",https://maps.google.com/?cid=16210116937874248062&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
852,,Geral montagens,Construtora,Provavel,Jundiai,18,,,,,40,C - baixa aderencia,Construtora +30; 18km +10,"Av. da Uva, 786 - Res. Água Doce, Jundiaí - SP, 13213-235",https://maps.google.com/?cid=16304205745923539210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
853,,Gotec Incorporadora e Construtora,Incorporadora,A verificar,Jundiai,18,(11) 4533-7574,,3,1,40,C - baixa aderencia,Incorporadora +25; 18km +10; tel +5,"R. José Artur Savieto, 100 - Cidade Nova, Jundiaí - SP, 13219-510",https://maps.google.com/?cid=17072885551283525676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
854,,QualyForma,Construtora,Provavel,Jundiai,18,,,3.7,3,40,C - baixa aderencia,Construtora +30; 18km +10,"R. Elias Juvenal de Mello, 1140 - 32 - Jardim Ana Maria, Jundiaí - SP, 13208-820",https://maps.google.com/?cid=7350910008850674614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
855,,Bocalao Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 97125-6195,https://www.crisbocalao.com.br/,5,14,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 27km +10; site +10; tel +5; reputacao +5,"Edifício Praxx - Av. Expedicionários Brasileiros, 333 - Sl 405 - Vila Brasileira, Itatiba - SP, 13256-400",https://maps.google.com/?cid=9993546304953133719&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
856,,Camila Frare Arquitetura Interiores,Arquitetura,Nao,Itatiba,27,(11) 97215-2721,http://www.camilafrare.com.br/,5,13,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 27km +10; site +10; tel +5; reputacao +5,"R. Pedro Elias de Godoy, 76 - Jardim Cel. Peroba, Itatiba - SP, 13250-240",https://maps.google.com/?cid=9192222961411678155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
857,,Studio Elevare Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 99346-1146,https://studioelevare.com.br/,5,22,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 27km +10; site +10; tel +5; reputacao +5,"Loteamento Morrão da Força - R. José Milton Pizzi, 127 - Sl 12 - Vila Cristo Redentor, Itatiba - SP, 13251-211",https://maps.google.com/?cid=2993117464245724695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
858,,SANSI Arquitetura Interiores,Arquitetura,Nao,Itupeva,22,(11) 97520-8739,https://www.instagram.com/elainesansi.arq?igsh=d3Jqd2d0bWwxZGJl&utm_source=qr,5,15,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 22km +10; site +10; tel +5; reputacao +5,"R. Maria Clara Almeida Santos, 92 - Sl 04 - Parque Das Vinhas, Itupeva - SP, 13295-970",https://maps.google.com/?cid=11927421020154590324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
859,,Adapt Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 93700-6371,http://www.adapt-arquitetura.com/,4.8,16,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Abílio Figueiredo, 123 - Sl 225 - Anhangabaú, Jundiaí - SP, 13208-140",https://maps.google.com/?cid=7572761111839939310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
860,,Cristiele Salles - Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 98606-0014,https://www.cristielesalles.com.br/,5,10,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"The One Office Tower - R. Hilda Del Nero Bisquolo, 102 - Sl 2504 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=17827469128114543781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
861,,Espaço AU - Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 96375-0912,https://www.espacoau.com.br/,5,72,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Elias José Cavalcanti, 1201 - Eloy Chaves, Jundiaí - SP, 13212-109",https://maps.google.com/?cid=4673087519696103080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
862,,Fernanda Faidiga Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 98635-5120,https://www.instagram.com/ffarqeinteriores/,5,9,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Maj. Gustavo Adolfo Storch, 86 - Chácara Urbana, Jundiaí - SP, 13209-080",https://maps.google.com/?cid=8945389152143690299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
863,,Guilherme Tucci Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 99912-5151,http://www.guilhermetucciarquitetura.com.br/,5,26,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Cap. Cassiano Ricardo de Toledo, 191 - Sl 805 - Região Metropolitana de Jundiaí, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=17676434231055284668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
864,,Jéssica Mingotti - arquitetura e interiores,Arquitetura,Nao,Jundiai,18,(11) 96382-4759,https://www.instagram.com/arq_jessicamingotti/,5,6,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. São Francisco de Assis - Anhangabaú, Jundiaí - SP, 13208-155",https://maps.google.com/?cid=17613413502869039513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
865,,L&L Arquitetura — Escritório de Arquitetura em Jundiaí | Arquiteto e Design de Interiores,Arquitetura,Nao,Jundiai,18,(11) 97251-4047,http://www.lelarquitetura.com.br/,5,54,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. das Pitangueiras, 18 - Jardim Pitangueiras II, Jundiaí - SP, 13202-450",https://maps.google.com/?cid=3420105420835513482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
866,,Mello&Condini Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 94149-1188,https://www.gustavomello.com.br/,5,5,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"The One Office Tower - R. Hilda Del Nero Bisquolo, 102 - Sala108 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=7673020460092979116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
867,,Nayara Vian Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 97525-7074,https://nayaravian.com.br/,4.8,18,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"Av. 9 de Julho, 3575 - Sl 2101 - Anhangabaú, Jundiaí - SP, 13208-010",https://maps.google.com/?cid=1458618048534266921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
868,,Piceli Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 95315-2043,http://www.piceliarquitetura.com.br/,4.8,5,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Vig. J. J. Rodrigues, 694 - Centro, Jundiaí - SP, 13201-001",https://maps.google.com/?cid=10789481895958791915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
869,,Schio Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 98185-4856,https://www.schioarquitetura.com/,5,8,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=4802756524809145393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
870,,Solange Leão | Arquitetura | Design de Interiores,Arquitetura,Nao,Jundiai,18,(11) 95932-6005,http://solangeleao.com.br/,5,14,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"Av. Dr. Paulo Moutram, 55 - Sl 304 - Jd Paulista, Jundiaí - SP, 13208-360",https://maps.google.com/?cid=3653036765501938276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
871,,Stoa Arquitetura e Design de Interiores,Arquitetura,Nao,Jundiai,18,(11) 94274-6514,https://www.facebook.com/StoaArquitetura/,5,7,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. Bélgica, 80 - Jardim Cica, Jundiaí - SP, 13206-830",https://maps.google.com/?cid=5719300065784434133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
872,,Studio Agnes Livinalli - Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 94573-6644,http://linktr.ee/AgnesLivinalli,5,43,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"Av. Jundiaí - Jardim Ana Maria, Jundiaí - SP, 13208-750",https://maps.google.com/?cid=3559683695206580739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
873,,Viviane Bonini Arquitetura e Interiores | Arquiteta em Jundiai | Escritório de Arquitetura em Jundiaí SP,Arquitetura,Nao,Jundiai,18,(11) 99721-3674,"https://api.whatsapp.com/send?phone=5511997213674&text=Ol%C3%A1%20Viviane,%20vim%20atrav%C3%A9s%20do%20Google!%20Meu%20nome%20%C3%A9%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20e%20estou%20precisando%20de",5,48,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5; reputacao +5,"R. São Lázaro, 115 - Jardim Brasil, Jundiaí - SP, 13201-857",https://maps.google.com/?cid=17817923096975651925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
874,,AlineLachi Arquitetura e Interiores,Arquitetura,Nao,Vinhedo,9,(19) 99126-8704,https://www.instagram.com/alinelachiarquitetura/,4,1,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; site +10; tel +5,"Alameda Japurá - vista alegre, Vinhedo - SP, 13285-104",https://maps.google.com/?cid=3088840485312564011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
875,,Beth Araujo Arquitetura e Interiores,Arquitetura,Nao,Vinhedo,9,(19) 99287-9781,http://www.betharaujo.com.br/,4.4,9,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; site +10; tel +5,"Rua Rua Siena, 500 - Cond Campo de Toscana - bairro Monte Alegre - Vinhedo/SP Cep: 13281-016 - Monte Alegre, Vinhedo - SP, 13281-016",https://maps.google.com/?cid=8339572822863462929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
876,,Creative Interior Design - Designer de Interiores - Vinhedo,Arquitetura,Nao,Vinhedo,9,(11) 99841-6190,https://creative-interior-design.webnode.com/,5,1,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; site +10; tel +5,"R. empoli, 73 - Monte Alegre, Vinhedo - SP, 13281-066",https://maps.google.com/?cid=17761419037795331177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
877,,KARINA MALVEZZI Arquitetura & Interiores,Arquitetura,Nao,Vinhedo,9,(19) 99761-3775,https://www.karinamalvezzi.com.br/,5,2,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; site +10; tel +5,"R. Manoel Matheus, 1646 - Sl 10 - Jardim dos Passaros, Vinhedo - SP, 13289-190",https://maps.google.com/?cid=17925428268664031174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
878,,PAULA NAMORATO ARQUITETURA E INTERIORES,Arquitetura,Nao,Vinhedo,9,(19) 98191-1720,http://paulanamoratoarquitetura.com/,5,4,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; site +10; tel +5,"Av. Brasil, 819 - Sl 02 - Jardim brasil, Vinhedo - SP, 13289-068",https://maps.google.com/?cid=17538672848671108182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
879,,Studio KT Arquitetura e Interiores,Arquitetura,Nao,Vinhedo,9,(19) 3246-1188,http://www.studiokt.com.br/,4.2,5,37,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; site +10; tel +5,"Av. Páscoa Zanetti Trevisan, 609 - Jardim Italia, Vinhedo - SP, 13289-172",https://maps.google.com/?cid=9628731992315140840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
880,,Expressiva imóveis,Construtora,Nao,Itatiba,27,(11) 97555-4414,https://www.expressivaimoveis.com.br/,4.8,62,35,C - baixa aderencia,Construtora +30; so interiores -25; 27km +10; site +10; tel +5; reputacao +5,"Edifício Praxx Comercial - Av. Expedicionários Brasileiros, 333 - Sl 1005 - Vila Brasileira, Itatiba - SP, 13256-400",https://maps.google.com/?cid=9993254454599535247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
881,,Arte Século - Ambientes Planejados,Construtora,Nao,Vinhedo,9,(19) 99379-0928,https://arteseculo.com.br/,5,1,35,C - baixa aderencia,Construtora +30; so interiores -25; 9km +15; site +10; tel +5,"Av. Independência, 2655 - Estância das Flores, Vinhedo - SP, 13289-692",https://maps.google.com/?cid=17446992226131244279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
882,,Studio Aquarella Interiores,Arquitetura,Nao,Itatiba,27,(11) 99901-6726,https://www.instagram.com/studioaquarella.interiores/?hl=pt-br,5,1,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 27km +10; site +10; tel +5,"AV. EXPEDICIONÁRIOS BRASILEIROS, 333 SALA 408 | PRAXX ITATIBA COMERCIAL 13.256-422 - Vila Cassaro, Itatiba - SP, 13256-422",https://maps.google.com/?cid=8895243670077122740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
883,,Bruna Falcuci - Interiores,Arquitetura,Nao,Itupeva,22,(11) 91161-1478,https://linkr.bio/brunafalcuci,,,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 22km +10; site +10; tel +5,"R. Juruna, 1004 - Parque Residencial Paraiso - Terras Brasilis, Itupeva - SP, 13295-374",https://maps.google.com/?cid=8589097607035762241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
884,,Do Lado Di Cá Interiores,Arquitetura,Nao,Itupeva,22,,http://www.doladodica.com.br/,5,31,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 22km +10; site +10; reputacao +5,"R. Emancipadores do Município, 356 - | Sala 09 - Marchi, Itupeva - SP, 13295-154",https://maps.google.com/?cid=252997394019080561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
885,,Adelline Tsurumaki Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 99131-5835,https://www.instagram.com/arquiteta.adelline/?locale=fr,5,1,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5,"Av. Luiz José Sereno, 1187 - Sl 2 - Jardim Ermida II, Jundiaí - SP, 13212-210",https://maps.google.com/?cid=5903732497927037164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
886,,Aline Santos | MOOD Arquitetura e Interiores,Arquitetura,Nao,Jundiai,18,(11) 97270-1043,https://www.instagram.com/arquitetura_mood/,4.2,21,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5,"R. do Retiro, 1597 - sala 03 - Jardim Paris, Jundiaí - SP, 13209-201",https://maps.google.com/?cid=1468033617163063241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
887,,Arquiteta Priscila Azevedo - Arquitetura e Interiores em Jundiaí,Arquitetura,Nao,Jundiai,18,(11) 97450-9551,https://linktr.ee/arq.priscilaazevedo,,,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5,"R. São Bernardo, 185 - Vila Pirapora, Jundiaí - SP, 13207-645",https://maps.google.com/?cid=17094882492883125697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
888,,Milena Santos | Arquitetura de Interiores Corporativo,Arquitetura,Nao,Jundiai,18,,https://www.instagram.com/milenasantosarquitetura/,5,22,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; reputacao +5,"R. Pio XII, 175 - Vila Argos Nova, Jundiaí - SP, 13201-544",https://maps.google.com/?cid=7506818852078782536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
889,,Márcia Campos - Arquitetura e Designer de Interiores,Arquitetura,Nao,Jundiai,18,(11) 4522-7127,http://marciacampos.com.br/,5,1,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5,"R. Paulino Corado, 20 - 205 - Jardim Santa Teresa, Jundiaí - SP, 13211-405",https://maps.google.com/?cid=1946746043003546300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
890,,STUDIO ROMA ARQUITETURA & INTERIORES,Arquitetura,Nao,Jundiai,18,(11) 97640-6884,http://www.studioromaarquitetura.com.br/,4.3,6,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 18km +10; site +10; tel +5,"R. Cap. Cassiano Ricardo de Toledo, 191 - 9º Andar Sala 914 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=17913501597451663263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
891,,Carolina Rotella Arquitetura e Interiores,Arquitetura,Nao,Vinhedo,9,(19) 99858-1336,,5,7,32,C - baixa aderencia,Arquitetura +32; so interiores -25; 9km +15; tel +5; reputacao +5,"R. Fernando Costa, 1051 - Sl 18 - Vila Planalto, Vinhedo - SP, 13280-270",https://maps.google.com/?cid=10210492280847474354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
892,,Macedo Imóveis & Construções,Construtora,Nao,Jundiai,18,(11) 97496-9186,https://engenheirolucasmac.wixsite.com/website,,,30,C - baixa aderencia,Construtora +30; so interiores -25; 18km +10; site +10; tel +5,"R. Rita de Cássia Revorêdo de Paranaguá, 176 - Eloy chaves, Jundiaí - SP, 13212-150",https://maps.google.com/?cid=13828822933427975093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
893,,Marcenaria Cavalheiros,Construtora,Nao,Louveira,0,(19) 98456-5698,,4.8,36,30,C - baixa aderencia,Construtora +30; so interiores -25; 0km +15; tel +5; reputacao +5,"R. Rosa Polozzi Caldana, 23 - 092462, -46.940586 - Região Metropolitana de Jundiaí, Louveira - SP, 13293-402",https://maps.google.com/?cid=2554407849281305248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
894,,Cassiana Franco Design de Interiores - influencer,Arquitetura,Nao,Itatiba,27,(11) 99911-8021,,4.6,10,27,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5; reputacao +5,"R. Antônio Ferraz Costa, 888 - Vila Santa Cruz, Itatiba - SP, 13251-460",https://maps.google.com/?cid=11217118428815843146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
895,,Cor & Vida - Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 99568-0408,,4.8,11,27,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5; reputacao +5,"R. Vicente Logato, 176 - Vila Belem, Itatiba - SP, 13256-310",https://maps.google.com/?cid=4773388325226343620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
896,,L2 Arquitetura e Interiores,Arquitetura,Nao,Itatiba,27,(11) 98218-3377,,5,5,27,D - fora do ICP,Arquitetura +32; so interiores -25; 27km +10; tel +5; reputacao +5,"Av. Barão de Itapema, 200 - Forum 200, Sala 416 - Centro, Itatiba - SP, 13250-020",https://maps.google.com/?cid=947135787159158219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
897,,ESTÚDIO CACTUS INTERIORES | TAILANI MOURA,Arquitetura,Nao,Itupeva,22,(11) 99913-3711,,5,8,27,D - fora do ICP,Arquitetura +32; so interiores -25; 22km +10; tel +5; reputacao +5,"R. Antonio Poli, 699 - Sl 07 - Jardim Sao Vicente, Itupeva - SP, 13295-128",https://maps.google.com/?cid=15910949679786074777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,Nao iniciado,
