ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
13326,RMY CONSTRUÇÃO,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Maria Luiza Americano, 755 - Anexo 02 - Jardim Nossa Sra. do Carmo, São Paulo - SP, 08275-001",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5883004959509480483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13327,RMZN Incorporadora,,Incorporadora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Rua Márcio Henrique Geenen, 130 - Horto Florestal, São Paulo - SP, 02374-120",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9969799722741129540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13328,RN INCORPORADORA E CONSTRUTORA,,Incorporadora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Nove de Julho, 4865 - Itaim Bibi, São Paulo - SP, 01407-100",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16146995194336392735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13329,RNG CONSTRUÇÕES EIRELI,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Catolândia, 433 - Lapa, São Paulo - SP, 05042-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8085454841228973786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13330,RNG Engenharia e Arquitetura,,Arquitetura,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Alm. Noronha, 558 - Sl 01 - Jardim São Paulo, São Paulo - SP, 02043-060",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14320909335968331948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13331,ROCAP Engenharia,,Engenharia,Escritório da empresa,Sao Paulo,SP,RMC / entorno,,,,,,,"Torre A - Av. Dr. Gastão Vidigal, 1132 - Sl 513 - Vila Leopoldina, São Paulo - SP, 05314-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1253981935645794055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13332,ROCHA ENGENHARIA.,,Engenharia,Escritório da empresa,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Água Preta - Vila Nova Cachoeirinha, São Paulo - SP, 02614-050",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7492950214535713557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13333,ROD Arquitetura e Construção Ltda,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Sapopemba, 2500 - Vila Reg. Feijó, São Paulo - SP, 03345-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15016377545646313367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13334,ROON.GO,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Tv. Golfo Pérsico, 8 - Jardim Limoeiro, São Paulo - SP, 08382-660",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=373794352857362162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13335,RPR Servicos de Engenharia,,Engenharia,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Água das Pedras, 1 - Riviera Paulista, São Paulo - SP, 04923-060",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1534623427558520987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13336,RPS ARQUITETO,,Arquitetura,Loja de móveis,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Interlagos, 3327 - Umuarama, São Paulo - SP, 04661-200",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13857063073426003011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13337,RR Arquitetura,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Padre Estevão Pernet, 718 - Conj 702 - Tatuapé, São Paulo - SP, 03315-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11879060630839606668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13338,RR Construção Civil Engenharia & Arquitetura,,Arquitetura,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. José de Oliveira China, 127 - Jardim Grimaldi, São Paulo - SP, 03924-100",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16834559054283070014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13339,RR Engenharia e Pavimentação,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Osvaldo Santini, 148 - São Miguel Paulista, São Paulo - SP, 08011-290",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6521124254968187088&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13340,RRG Construtora,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Cel. Joaquim Ferreira Lobo, 351 - Vila Olímpia, São Paulo - SP, 04544-150",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1757996311793516950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13341,RRL Constucões,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Benedito de Barros, 910 - Jardim São Bento Novo, São Paulo - SP, 05882-370",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12626163365334273012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13342,RRS Engenharia e Consultoria,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Inácio Luís da Costa, 916 - Parque Sao Domingos, São Paulo - SP, 05112-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5054993944933948625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13343,RS IMPERMEABILIZAÇÃO,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Flamingo, 1348 - Vila Nova Curuca, São Paulo - SP, 08031-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12562334353559198739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13344,RS Sindici Incorporadora,,Incorporadora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Guilherme Giorgi, 278 - 2º Andar - Vila Carrão, São Paulo - SP, 03422-000",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4016914768633793200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13345,RSA Construções,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Guaperoba, 101 - Vila Brasilio Machado, São Paulo - SP, 14055-410",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1153363056549059927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13346,RSAA Roberto Spina Arquitetos Associados,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Joaquim Floriano, 733 - Conj 4c - Itaim Bibi, São Paulo - SP, 04534-012",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10673127919458243181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13347,RSP Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Vital Brasil, 177 - Butantã, São Paulo - SP, 05503-001",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16004050514686307594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13348,RSantana Engenharia - Construção e Obra Civil ART Empreiteiro Reforma Laudo na Zona Leste,,Construtora,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Arnaldo Cintra, 454 - Tatuapé, São Paulo - SP, 03088-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13063065041537190429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13349,RT Arquitetura Urbanismo & Interiores,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Luiz Dumont Villares, 2112 - Parada Inglesa, São Paulo - SP, 02239-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13042155542867328063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13350,RT Basile Imobiliária Incorporadora,,Incorporadora,Imobiliária,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Conselheiro Rodrigues Alves, 640 - Vila Mariana, São Paulo - SP, 04014-001",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1300838370008794246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13351,RT Simões Arquitetura E Construção.,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Maripá, 47 - Tatuapé, São Paulo - SP, 03311-040",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8885901190707184006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13352,RTE Empreendimentos,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Conselheiro Saraiva, 207 - Santana, São Paulo - SP, 02037-020",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11755422262487998482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13353,RTE Empreendimentos,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Mazzei, 407 - Vila Mazzei, São Paulo - SP, 02310-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3566643743721280526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13354,RUAL Construções e Comércio Ltda,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Gen. Mac Arthur, 1146 - Vila Lageado, São Paulo - SP, 05338-001",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1569384196756490858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13355,RUMA Arquitetura,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"Rua Vergueiro, 2045 - Vila Mariana, São Paulo - SP, 04101-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8435979716869548802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13356,RUZZI ARQUITETURA E INTERIORES - Guilherme Arquiteto,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. do Rocio, 450 - Vila Olímpia, São Paulo - SP, 04552-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11933704699340937232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13357,RVR Participações Empreendimentos Imobil,,Incorporadora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Icádio, 3 - City América, São Paulo - SP, 05101-250",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5096589373327623716&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13358,RXC Empreiteira,,Empreiteira,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Abílio César, 550 - Jardim Soraia, São Paulo - SP, 05881-020",,Proprietario / Encarregado geral,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10432708757244769839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13359,RYEL Arquitetura e Urbanismo,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Paes de Barros, 3399 - Vila Prudente, São Paulo - SP, 03149-100",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15100246483258325005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13360,RZ ARQUITETURA & ENGENHARIA,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Apucarana, 326 - Sl 61B - Tatuapé, São Paulo - SP, 03311-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2692857212911513748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13361,RZK ESCRITÓRIO DE ARQUITETURA EM SÃO PAULO,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Bacaetava, 191 - Vila Gertrudes, São Paulo - SP, 04705-010",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2552885303099555939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13362,Ra Prince Arquiteta e Urbanista,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Lopes da Costa, 621 - Jaçanã, São Paulo - SP, 02279-060",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=192190528483543617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13363,Racional Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Vitoriano de Oliveira, 906 - Jardim Mitsutani, São Paulo - SP, 05791-280",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5061628432986072012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13364,Radô Arquitetura e Design,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Paulo Orozimbo, 880 - Conj 01 - Cambuci, São Paulo - SP, 01535-001",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=17352911802820964398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13365,Rafa Zampini Arquitetura,,Arquitetura,,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Cel. Irlandino Sandoval, 256 - Jardim Paulistano, São Paulo - SP, 01457-010",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=153489396541909766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13366,Rafael Cireli Arquiteto | Escritório de Arquitetura Especialista em Design de interiores,,Arquitetura,,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Padre Benedito de Camargo, 356 - Sl 35 - Penha de França, São Paulo - SP, 03604-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13412459339052599164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13367,Rafaella Manso Arquitetura,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Dr. César, 1161 - Santana, São Paulo - SP, 02013-004",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15643030665777289292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13368,Ragnan Engenharia,,Engenharia,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,,,"SP-270 - Rod. Raposo Tavares - Lageadinho, São Paulo - SP, 06709-015",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6989955369267094294&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13369,Rago Arquitetura,,Arquitetura,,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Cônego José Norberto, 195 - Vila Monumento, São Paulo - SP, 04288-080",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16716884894997302291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13370,Rainier Incorporadora e serviços,,Incorporadora,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Utrecht, 294 - Vila Rio Branco, São Paulo - SP, 03878-000",,Diretor Comercial / Diretor de Incorporacao,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16040399034272899575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13371,Ramos & Gonçalves Drywall,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Palmeira das Bermudas, 1182 - Jardim dos Ipes, São Paulo - SP, 08161-160",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6398120702277682064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13372,Ramos Gomes empreiteira,,Empreiteira,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"Rua Margarida Daboval, 29 - Jardim Sao Luis (Zona Leste), São Paulo - SP, 08121-010",,Proprietario / Encarregado geral,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3191303476016712982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13373,Ramos Navarro Arquitetura,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Turiassu, 619 - sala 01 - Água Branca, São Paulo - SP, 05005-001",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15766389954684956168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13374,Ranieri Oliveira Arquitetura e Interiores,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Raimundo Pereira de Magalhães, 2300/2340 - Jardim Iris, São Paulo - SP, 05145-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3999039795461265080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13375,Ranking Construtora,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Av. Tenente Laudelino Ferreira do Amaral, 514 - Vila Jacuí, São Paulo - SP, 08060-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4783125261019853969&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13376,Ranking Construtora & CP Intermediações imobiliárias,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"de Amaral - Av. Ten. Laudelino F.do Amaral, 514 - Jacui, São Paulo - SP, 08060-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10672864155073569175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13377,Ranking INTEC das 100 Maiores Construtoras do Brasil,,Construtora,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Ibitirama, 166 - Sl 201 - 2º Andar - Vila Prudente, São Paulo - SP, 03134-000",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=859667247941664342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13378,Rap Engenharia,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Fiação da Saúde, 145 - Conj 88 - Vila da Saúde, São Paulo - SP, 04144-020",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12442576896796673724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13379,Raphael Civille Arquitetura,,Arquitetura,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Antônio de Barros, 93 - Conj 2 - Maranhão, São Paulo - SP, 03089-000",,Socio / Arquiteto titular,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=5677148121711378646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
13380,Raquel Ferreira - Engenharia e Construção,,Construtora,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"R. Dr. João Procópio de Souza, 25 A - Jardim Ida Guedes, São Paulo - SP, 08120-490",,Socio-Diretor / Diretor de Obras,,,,C,Alta,Google Places API,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11833211519567560875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
