ID,Empresa,Razao_Social_CNPJ,Categoria,Especialidade,Cidade_Sede,UF,Eixo_Regional,Dist_Louveira_km,Raio_de_Atuacao,Porte_Estimado,Fundacao,Site,Telefone,Endereco,Social,Decisor_Alvo_Cargo,Nome_Decisor,Email,Gatilho_Comercial,Prioridade_ICP,Confianca_do_Dado,Fonte,Status_Prospeccao,Proxima_Acao,Observacoes,Google_Maps,Avaliacao,Qtd_Avaliacoes,Status_Negocio
18357,Equipe Delta Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 91322-5877,"R. Alfredo Pujol, 545 - Sl 4 - Santana, São Paulo - SP, 02017-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7533558978933249655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18358,Ercon Engenharia,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,http://www.grupoaebrasil.com/,(11) 3834-5222,"R. Ponta Porã, 596 - Subsolo - Vila Ipojuca, São Paulo - SP, 05058-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=128374491307882975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,16,OPERATIONAL
18359,Erga Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://ergaengenharia.com.br/,(11) 99897-7160,"R. Campo Largo, 369 - Mooca, São Paulo - SP, 03186-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=548059835602931541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,2,4,OPERATIONAL
18360,Esdras Reis Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 99562-1256,"Av. Prof. Xavier de Lima, 320 - Jardim Hercilia, São Paulo - SP, 03557-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16438861390166615020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18361,Estratégica Engenharia LTDA,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://estrategica.eng.br/,(81) 3878-4000,"R. da Paz, 1601 - Conj 2101 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04713-002",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11423796885119748657&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,10,OPERATIONAL
18362,Estática Engenharia de Projetos,,Engenharia,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,https://estatica.com.br/,(11) 3826-3555,"R. Dr. Cândido Espinheira, 143 - Higienópolis, São Paulo - SP, 05004-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7244247345537372343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,25,OPERATIONAL
18363,Eta Engenharia,,Engenharia,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,http://www.eta-engenharia.com.br/,(11) 2971-7070,"R. Santa Leocádia, 246 - Vila Guilherme, São Paulo - SP, 02082-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16427945672414259373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,41,OPERATIONAL
18364,Evoup Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://evoupengenharia.com.br/,(11) 97454-2464,"Av. Padres Olivetanos, 735 - Sl 3 - Vila Esperança, São Paulo - SP, 03648-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15523478817805019582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18365,Exata Engenharia e Assessoria Ltda.,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.exataweb.com.br/,(11) 3815-8800,"Rua Regente León Kaniefsky, 505 - Vila Progredior, São Paulo - SP, 05617-030",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14028070755792491342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,2,OPERATIONAL
18366,Exatidão Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,,"Rua Alexandre Dumas, 1268 - Conj 53 - Chácara Santo Antônio, São Paulo - SP, 04717-003",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13981985683903269312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18367,Exclusiva Engenharia,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,http://www.exclusivaengenharia.com.br/,(11) 2959-7780,"Rua Chemin Del Pra, 256 - 260 / 266 - Santana, São Paulo - SP, 02016-060",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1362094084873318745&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,13,OPERATIONAL
18368,Extremo Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 94004-7430,"Rua Ilha do Ouro, 129 - Cj Res - Conj. Res. Jardim Canaa, São Paulo - SP, 05268-210",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=896420280110825546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,2,OPERATIONAL
18369,F&D ENGENHARIA CIVIL,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,https://wa.me/5511997934572,(11) 99793-4572,"R. Pandalhos, 79 - Jardim Guaruja, São Paulo - SP, 05876-100",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10854036110901675044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18370,F2bengenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://instargram.com/f2be_ngenharia?igshid=MzRIODBinWFIZA==,(11) 98417-7453,"R. Iraci Luquina, 46 - Vila Ema, São Paulo - SP, 03286-200",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16803242974947231025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18371,FAO Building Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.faobuilding.com.br/,(11) 2959-4455,"R. Duarte de Azevedo, 431 - Conj. 24 - Sala 01 - Santana, São Paulo - SP, 02036-021",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16001384474792723317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.3,60,OPERATIONAL
18372,FAUSTINO ENGENHARIA,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://faustinoengenharia.com/,(11) 98808-3514,"Av. Nossa Sra. do Loreto, 358 - Sl 1 - Vila Medeiros, São Paulo - SP, 02219-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3448365587326817503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL
18373,FBF Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.fbfeng.com.br/,(11) 2386-4050,"R. Sd. Benedito Patrício, 280 - Parque Novo Mundo, São Paulo - SP, 02176-040",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7592466681582188557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,89,OPERATIONAL
18374,FCastro Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://www.fcastroinstalacoes.com.br/,(11) 5631-0123,"Av. das Nações Unidas, 18801 - Jardim Promissao, São Paulo - SP, 04795-100",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9324082963070452063&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,5,OPERATIONAL
18375,FG9 Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.fg9.com.br/,(11) 4191-9189,"Av. Mal. Fiuza de Castro, 248 - Sl 3 - Jardim Pinheiros, São Paulo - SP, 05596-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16272066055104483994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18376,FGF Engenharia e Empreendimentos LTDA,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,http://www.fgfengenharia.com.br/,(11) 3081-7744,"Rua Cayowaá, 759 - cj. 102 - Perdizes, São Paulo - SP, 05018-001",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9659889513197229020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,9,OPERATIONAL
18377,FJS Engenharia Projetos e Administração Ltda,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://fjs.com.br/,(11) 3805-7021,"R. Comendador Miguel Calfat, 128 - Vila Nova Conceição, São Paulo - SP, 04537-080",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12741043625215020216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
18378,FMO Engenharia de Avaliações e Perícias,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,(11) 94761-5219,"R. Lope Alberdi, 243 - Iguatemi, São Paulo - SP, 08371-110",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9724100224849080917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18379,FRN Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 98025-2081,"R. Manuel Ribas, 11 - Vila Campanela, São Paulo - SP, 08220-430",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=6455646663109259618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3,1,OPERATIONAL
18380,FTA Macul Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 3542-9000,"Rua César Beccaria, 77 - Jardim da Gloria, São Paulo - SP, 01547-060",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=1009262348337121926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
18381,FZM Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.fzmengenharia.com.br/,(11) 94177-6688,"Av. Dom Pedro I, 520 - Vila Monumento, São Paulo - SP, 01552-002",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15142565319385747279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
18382,Fabex Engenharia Ltda,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://fabexengenharia.com.br/,(11) 97797-8621,"R. Luiz Seráphico Júnior, 511 - Jardim Caravelas, São Paulo - SP, 04729-080",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14825512128489376719&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18383,Fabrizzi Engenharia,,Engenharia,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,https://www.fabrizziengenharia.com.br/,(11) 3213-9905,"R. Manuel da Nóbrega, 1014 - Paraíso, São Paulo - SP, 04001-003",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7090234032403400956&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18384,Famec Engenharia - Consultoria Elétrica,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://fammec.com.br/,(11) 4268-0021,"R. Carapina, 41 - Sl 2 - Brooklin, São Paulo - SP, 04557-060",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=18372733705485564197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18385,Farcoli Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 98758-0192,"Av. Prof. João Batista Conti, 1101 - Conj. Res. José Bonifácio, São Paulo - SP, 08255-210",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=2118485068929799430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18386,Fato Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 91633-9696,"Av. Professor Luiz Ignácio Anhaia Mello, 5335 - Vila Graciosa, São Paulo - SP, 03295-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8387088235937631795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL
18387,Favarati Engenharia,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,https://favaratiengenharia.com.br/,(11) 95914-1073,"R. Apucarana, 266 - Tatuapé, São Paulo - SP, 03311-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15318309504776625488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,18,OPERATIONAL
18388,Fectum Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.fectumengenharia.com.br/,(11) 93505-3899,"Rod. Anchieta, 1629 - Vila Bandeirantes, São Paulo - SP, 04247-002",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=10587877755292400684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
18389,Felipe Lopes Engenharia Civil - Custos e Orçamentos de Obras,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://felipelopeseng.com.br/,,"Av. José Joaquim Seabra, 324 - Jardim Ivana, São Paulo - SP, 05364-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8658923041300497105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18390,Felt Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://www.feltengenharia.com.br/,(11) 97530-9464,"R. Ciro Costa, 70 - Perdizes, São Paulo - SP, 05007-060",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8309873182518710857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,32,OPERATIONAL
18391,Fen Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://fenengenharia.com.br/,(11) 98448-2069,"R. Fernão Alves, 10A - Vila Buenos Aires, São Paulo - SP, 03737-070",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=4088501830707275090&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,113,OPERATIONAL
18392,Ferrari - Soluções em Engenharia | AVCB | Projetos | Cetesb,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,https://ferrarisolucoes.com.br/,(11) 4102-1424,"R. David Ben Gurion, 72 - Sl 05 - Jardim Monte Kemel, São Paulo - SP, 05634-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=7426873177339361889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,268,OPERATIONAL
18393,Ferreira & Calegare Soluções em Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://fceng.com.br/,(11) 3360-9175,"R. Vargem Grande, 32 - 10 - Tatuapé, São Paulo - SP, 03316-020",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3098716199271106153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18394,Fire Engenharia Projetos de Combate a Incêndio,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 4306-5109,"Rua Celso de Azevedo Marques, 395 - Sl 93 - Parque da Mooca, São Paulo - SP, 03122-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=11146136175099950536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,6,OPERATIONAL
18395,Fire Norte Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://www.firenorte.com.br/,(11) 2266-8862,"Av. Nova Cantareira, 5034 - Sl 01 - Tucuruvi, São Paulo - SP, 02340-002",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=8607677266854236405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,OPERATIONAL
18396,Firenze Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://firenzeengenharia.com.br/,(11) 97444-2826,"R. da Consolação, 348 - República, São Paulo - SP, 01302-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=13573781643118264606&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18397,Fleri Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://www.fleri.com.br/,(11) 95299-8190,"Av. Ibirapuera, 2033 - Cj. 81 - Indianópolis, São Paulo - SP, 04029-901",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3018785630536796157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,OPERATIONAL
18398,Fluss Engenharia Mecânica,,Engenharia,Fabricante,Sao Paulo,SP,RMC / entorno,,,,,https://www.fluss.eng.br/,(11) 98531-8013,"R. Frutuoso Barbosa - Jd. Primavera, São Paulo - SP, 04812-030",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=16767294171331426306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18399,Fluxo Engenharia,,Engenharia,Fabricante,Sao Paulo,SP,RMC / entorno,,,,,https://fluxoengenharia.net/contato,(11) 2804-1124,"R. Joaquim Oliveira Freitas, 701 - Jd Mangalot, São Paulo - SP, 05133-001",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14623380181215603901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,19,OPERATIONAL
18400,Fonte Engenharia e Gestão LTDA,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,,(11) 94004-7417,"R. Dr. Mário Vicente, 623 A - Vila Dom Pedro I, São Paulo - SP, 04270-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3917369816859908616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18401,Fontenele Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.fonteneleengenharia.com.br/,(11) 99995-4384,"R. Pedro Cacunda, 344 - Vila Pauliceia, São Paulo - SP, 02046-090",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12338468562324994661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,7,OPERATIONAL
18402,Forsaitt Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,http://www.forsaitt.com.br/,(11) 2090-1780,"R. Francisco Marengo, 448 - Vila Gomes Cardim, São Paulo - SP, 03313-000",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=3980084603655159481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,15,OPERATIONAL
18403,Fortify Engenharia Estrutural,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://fortify.eng.br/,(11) 98083-9980,"Av. Paulista, 37 - 4º Andar - Bela Vista, São Paulo - SP, 01311-902",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=12036599316978245317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18404,Fortis Engenharia,,Engenharia,Serviços,Sao Paulo,SP,RMC / entorno,,,,,,(11) 98560-8079,"Rua Parreira-Brava - Vila Curuçá, São Paulo - SP, 08031-450",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=9409174919144812176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,OPERATIONAL
18405,Fortu Engenharia,,Engenharia,Empreiteira,Sao Paulo,SP,RMC / entorno,,,,,https://fortueng.wixsite.com/fortuengenharia,(11) 93449-1639,"Rua São João Batista dos passos N 120b - Jardim Helena, São Paulo - SP, 08090-420",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=15054024470628799620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,OPERATIONAL
18406,Fox Engenharia,,Engenharia,Consultoria,Sao Paulo,SP,RMC / entorno,,,,,https://www.foxengenharia.com.br/,(61) 2103-9555,"Rua Amália de Noronha, 151 - 3° andar Sala 506 - Pinheiros, São Paulo - SP, 05410-010",,Socio-Diretor / Engenheiro responsavel,,,,C,Alta,Google Places API + Details,Nao iniciado,Validar site e decisor,,https://maps.google.com/?cid=14702481696594797488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,13,OPERATIONAL
