#,Empresa,Segmento,Cidade,UF,Regiao,Telefone,Site,Email,Nota,Avals,Endereco,Google_Maps,Dist_Louveira_km,Enriquecido,Nome_Decisor,Status_Prospeccao,Observacoes
18374,Ferreira Empreendimentos,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua Quartzo, Nº 202 - Jardim Ipanema, São Bernardo do Campo - SP, 09841-430",https://maps.google.com/?cid=7828765485812215423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18375,Flasa Engenharia Construções,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Venezuela, 340 - Vila Santa Luzia, São Bernardo do Campo - SP, 09667-020",https://maps.google.com/?cid=2991489020929312916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18376,Flasa Engenharia e Construções,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Alfredo Bernardo Leite, 271 - Vila Santa Luzia, São Bernardo do Campo - SP, 09670-000",https://maps.google.com/?cid=12045636227183457373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18377,FM construções,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Nova Esperança, 128 - Alvarenga, São Bernardo do Campo - SP, 09857-050",https://maps.google.com/?cid=6230245252693425169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18378,Fma Projetos Ltda.,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Álvaro Guimarães, 456 - Sala 14 - Planalto, São Bernardo do Campo - SP, 09890-001",https://maps.google.com/?cid=7864946190367283771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18379,Fontelli - Forros e Divisórias no ABC,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Álvaro Guimarães, 3476 - Assunção, São Bernardo do Campo - SP, 09810-010",https://maps.google.com/?cid=17366967506630481414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18380,GA Engenharia e Construção LTDA,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. José Versolato, 111 - Centro, São Bernardo do Campo - SP, 09750-730",https://maps.google.com/?cid=7749671007611339934&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18381,Gasengenheira,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"São Paulo n 21 Bairros dos - Estr. dos Casa - Jardim Ipe, São Bernardo do Campo - SP, 09841-290",https://maps.google.com/?cid=2086815155255934035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18382,GDC construtora,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Bairro dos Casa, São Bernardo do Campo - SP, 09850-060",https://maps.google.com/?cid=4641596235486282636&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18383,Ge Planejados sbc,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Campína Grande, 53 - Jardim Campestre, São Bernardo do Campo - SP, 09852-710",https://maps.google.com/?cid=17056647223118581446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18384,Gecin Serviços de Construção LTDA,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. José Versolato, 101 - Bl A Sala 121 - Centro, São Bernardo do Campo - SP, 09750-730",https://maps.google.com/?cid=13312316203841241016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18385,GF Ecommerce e marcenaria Ltda.,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua Octávio Edgard de Oliveira, 279 - Parque Los Angeles, São Bernardo do Campo - SP, 09842-196",https://maps.google.com/?cid=11680933803056165030&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18386,gilberto Construtora ltda,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Atibaia, 372 - Baeta Neves, São Bernardo do Campo - SP, 09751-080",https://maps.google.com/?cid=10358418814057311233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18387,Gomes & Sanches,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Piauí, 91 - Parque Ideal, São Bernardo do Campo - SP, 09843-670",https://maps.google.com/?cid=6503815999619362697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18388,GRB CONSTRUCOES,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Almerina Cemoline Rebulci, 171 - Paulicéia, São Bernardo do Campo - SP, 09690-040",https://maps.google.com/?cid=786732188306160353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18389,Grupo Braut,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. José Versolato, 111 - Centro, São Bernardo do Campo - SP, 09750-730",https://maps.google.com/?cid=1237456790169093317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18390,Grupo Santos Pereira,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Paulo di Favari, 694 - Rudge Ramos, São Bernardo do Campo - SP, 09618-100",https://maps.google.com/?cid=16560473663501056083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18391,Grupo Watts | Construtora de obras | Empresa de Construção Civil | Empresa de Engenharia Civil,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Madeira, n° 122 - apt° 21 - Rudge Ramos, São Bernardo do Campo - SP, 09615-030",https://maps.google.com/?cid=1072705652783401792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18392,GRUPOSOLUCIONA CONSTRUÇÃO E MANUTENÇÃO GERAL,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua Romanos, 226 - Jardim Nova Canaa, São Bernardo do Campo - SP, 09842-380",https://maps.google.com/?cid=10673425509554881949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18393,GV - Ferro para Construção,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Dr. José Fornari, 1469 - Ferrazópolis, São Bernardo do Campo - SP, 09790-400",https://maps.google.com/?cid=11234311814974655080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18394,H20BRAS CONSTRUÇÕES,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Silva Jardim, 187 - sala 135 - Centro |, São Bernardo do Campo - SP, 09715-090",https://maps.google.com/?cid=15803493447809432011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18395,Halltek construções,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Nossa Sra. Aparecida, 55 - Areião, São Bernardo do Campo - SP, 09725-310",https://maps.google.com/?cid=11512817404477752797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18396,Hcon Engenharia e Construções - São Bernando do Campo,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Silva Jardim, 187 - sala 136 - Centro, São Bernardo do Campo - SP, 09715-090",https://maps.google.com/?cid=15517945368026844360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18397,Hebrom e Muram Construtora,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. dos Lírios - Jardim Maria Cecilia, São Bernardo do Campo - SP, 09720-500",https://maps.google.com/?cid=9632963328981371187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18398,Hidroeletrons Materias Tecnicos,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Álvaro Guimarães, 142 - Planalto, São Bernardo do Campo - SP, 09890-000",https://maps.google.com/?cid=7249558018329895247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18399,Homens em Ação,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Floral, 61 - Vila Mariana, São Bernardo do Campo - SP, 09780-670",https://maps.google.com/?cid=10143333800142764513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18400,Ideal Ambientes,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Particular Flora Bulcão Vertemate, 70 - Ferrazópolis, São Bernardo do Campo - SP, 09791-180",https://maps.google.com/?cid=249535092121081398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18401,Igor Reis,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. José Carrapeiro - São Bernardo do Campo, SP, 09791-805",https://maps.google.com/?cid=3180137243480372564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18402,IMGECOM,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Helvétia, 80a - Suiço, São Bernardo do Campo - SP, 09663-000",https://maps.google.com/?cid=5626257736769434307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18403,Infinity Baeta Neves,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. dos Vianas, 861 - Baeta Neves, São Bernardo do Campo - SP, 09760-001",https://maps.google.com/?cid=12754539765893955490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18404,Infrawork Engenharia e Construção,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Antártico, 381 - Jardim do Mar, São Bernardo do Campo - SP, 09726-150",https://maps.google.com/?cid=12308656184163552879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18405,Inovar Clima,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Imola, 235 - Bairro Parq Veneza, São Bernardo do Campo - SP, 09841-740",https://maps.google.com/?cid=14440112743436153732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18406,Instalkaji Sist Prot Incêndio,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Rosa Aizemberg, 106 - Vila Rosa, São Bernardo do Campo - SP, 09862-305",https://maps.google.com/?cid=17317131408613302670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18407,Ipoã Construtora,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Frei Gaspar, 646 - Centro, São Bernardo do Campo - SP, 09720-440",https://maps.google.com/?cid=16362384227727361839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18408,Itaicy Imóveis,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. São João Batista, 280 - Rudge Ramos, São Bernardo do Campo - SP, 09635-000",https://maps.google.com/?cid=15763168733452794331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18409,J Franchini Empreendimentos e Participações,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Pietro Franchini, 113 - Centro, São Bernardo do Campo - SP, 09720-560",https://maps.google.com/?cid=14894601270846925735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18410,J P A Engenharia e Construtora,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. da Represa, 141 - Rudge Ramos, São Bernardo do Campo - SP, 09641-030",https://maps.google.com/?cid=5779227314124223582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18411,J R manutenção residencial,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Alípio do Nascimento Gonçalves, 39 - Demarchi, São Bernardo do Campo - SP, 09820-330",https://maps.google.com/?cid=15079465013228516278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18412,J.Lima Estofados Residenciais & Tapeçaria Automotiva,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Moinho Fabrini, 874 - Independência, São Bernardo do Campo - SP, 09862-000",https://maps.google.com/?cid=10108509239199822740&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18413,Jacy Construtora,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Ricardo Batista Gerbeli, 46 - Vila Suzana, São Bernardo do Campo - SP, 09750-110",https://maps.google.com/?cid=17280245211470544262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18414,JG cubas e revestimentos em concreto,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Whats ( 11 - 95474.1793 - Cooperativa, São Bernardo do Campo - SP, 09852-050",https://maps.google.com/?cid=2836793434263277243&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18415,JGF Empreiteira e Construção Civil,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. José Cardoso Siqueira, 244 - Baeta Neves, São Bernardo do Campo - SP, 09761-490",https://maps.google.com/?cid=6061887082517131305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18416,Jgs construção,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Vinte e Seis de Março, 413 - Jardim Nascimento, São Bernardo do Campo - SP, 09784-215",https://maps.google.com/?cid=4104510779365009837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18417,JJC PALERMO Projetos e Construções Ltda,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Joaquim Gonçalves Lêdo, 125 - s/2 - Vila Rosa, São Bernardo do Campo - SP, 09862-380",https://maps.google.com/?cid=2307465432415296370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18418,JK M Empreiteira e Serviços de Construção Civil,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Martini, 292 - Rudge Ramos, São Bernardo do Campo - SP, 09623-030",https://maps.google.com/?cid=1239940310152457175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18419,JL Empreiteira e Construções,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Santa Dalmolin Demarchi, 345 - Vila Jerusalem, São Bernardo do Campo - SP, 09811-330",https://maps.google.com/?cid=11178993547587556445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18420,JMP - Reformas em Geral e Pintura,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Severo de Souza, 47A - Nova Petrópolis, São Bernardo do Campo - SP, 09784-005",https://maps.google.com/?cid=14883142364373466307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18421,Jomap,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Robert Kennedy 3360 - R. Cristiano Angeli, 1113 - Assunção, São Bernardo do Campo - SP, 09812-600",https://maps.google.com/?cid=5632401185759836743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18422,Jonas construções e reformas,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Francisco Chagas, 06 - Pedreira, São Bernardo do Campo - SP, 09781-525",https://maps.google.com/?cid=12354736203115101754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18423,JORGE CONSTRUÇÃO E REFORMA,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua Jesus de Nazareth, 789 - Ferrazópolis, São Bernardo do Campo - SP, 09790-530",https://maps.google.com/?cid=13765375082288396193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18424,Joy Congero,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Santa Adelaide, 423 - Jardim Maria Adelaide, São Bernardo do Campo - SP, 09725-690",https://maps.google.com/?cid=11002091996292201484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18425,JUNIOR Construção e Reformas Residenciais e Comerciais,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Dr. Fláquer, 355 - Centro, São Bernardo do Campo - SP, 09710-180",https://maps.google.com/?cid=12970529902711941754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18426,JVF CONSTRUÇÃO E REFORMAS,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Pereira Barreto, 1120 - Sl 2 - Baeta Neves, São Bernardo do Campo - SP, 09751-000",https://maps.google.com/?cid=11010099450410428098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18427,KEP Soluções Integradas,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Comendador Rodolfo Crespi - Rudge Ramos, São Bernardo do Campo - SP, 09620-030",https://maps.google.com/?cid=15941626048026888756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18428,Krempel Brasil Ltda,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Estrada Particular Sadae Takagi, 730 - Cooperativa, São Bernardo do Campo - SP, 09852-070",https://maps.google.com/?cid=7390819961060328432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18429,L&M Comércio e Serviço em Construção Civil LTDA,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Senador Vergueiro, 930 - Bl. 01 - Apto. 82 - Centro, São Bernardo do Campo - SP, 09750-000",https://maps.google.com/?cid=408516691368186979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18430,Landmark - Lançamento Paddan - Apartamento Centro de São Bernardo (SBC),Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Dr. Marcel Preotesco, 50 - Centro, São Bernardo do Campo - SP, 09750-225",https://maps.google.com/?cid=12250961647871090398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18431,LDF treinamento e serviços ltda,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Carlos Drumon de Andrade, 9 - Montanhão, São Bernardo do Campo - SP, 09784-095",https://maps.google.com/?cid=1969866283656360047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18432,Léo pinturas e efeitos,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua General Izidoro Dias Lopes, 1270 - Paulicéia, São Bernardo do Campo - SP, 09687-100",https://maps.google.com/?cid=1890824445471218286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18433,Locan Construtora,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Kennedy, 1250 - Jardim do Mar, São Bernardo do Campo - SP, 09726-253",https://maps.google.com/?cid=11913202514082159569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18434,Loro Marcenaria,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Av. Humberto de Alencar Castelo Branco, 2791 - Vila Alves Dias, São Bernardo do Campo - SP, 09851-000",https://maps.google.com/?cid=9453969428983633109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18435,Luiz Arnaldo Sartoleto,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Anchieta, São Bernardo do Campo - SP, 09732-570, Brasil",https://maps.google.com/?cid=7982650701520646461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18436,Luiz Batista Dos Santos,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua Mário Missirolli, 15091 - Jardim Nossa Sra. de Fatima, São Bernardo do Campo - SP, 09820-290",https://maps.google.com/?cid=572488494578915539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18437,Luz Inteligente,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Lídia, 153 - Vila Caminho do Mar, São Bernardo do Campo - SP, 09618-070",https://maps.google.com/?cid=471135456523513084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18438,LVTEC impermeabilização e construção.,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua Tietê, 458 - Rudge Ramos, São Bernardo do Campo - SP, 09615-000",https://maps.google.com/?cid=16235294553015993932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18439,M&B Marcenaria,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Tucuruvi, 22 - Paulicéia, São Bernardo do Campo - SP, 09693-030",https://maps.google.com/?cid=12499210136964506774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18440,Magrão Escadas Pré Moldadas,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"Rua servidão particular, n 32 - Batistini, São Bernardo do Campo - SP, 09842-095",https://maps.google.com/?cid=8442076361842975461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18441,MAKEINF,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. Victoria, 77 - Cooperativa, São Bernardo do Campo - SP, 09852-063",https://maps.google.com/?cid=11506522673090536513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18442,Manoel Construções e Reformas,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. dos Comunitários, 51 - dos Casa, São Bernardo do Campo - SP, 09840-345",https://maps.google.com/?cid=4063535144163869424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
18443,Manutem construções e Reforma,Construtora,Sao Bernardo Do Campo,SP,Entorno,,,,,,"R. dos Meninos, 183 - Vila Vivaldi, São Bernardo do Campo - SP, 09616-010",https://maps.google.com/?cid=2776006087566413964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,Nao,,Nao iniciado,
