#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
2070,Construtora IP,Constr,Jundiai,(11) 98935-1644,,5,16,"Tv. Altinópolis, 73 - SALA 03 - Vila Vianelo, Jundiaí - SP, 13207-160",https://maps.google.com/?cid=18256731549692974320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2071,Construtora Império JL,Constr,Jundiai,(11) 91984-0215,construcoesimperio.com.br,1,1,"Rodovia engenheiro Constâncio Cintra n* 68779 - km 69 - Chácaras Maltoni, Jundiaí - SP, 13216-605",https://maps.google.com/?cid=13766527604101839233&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2072,Construtora J Oliveira,Constr,Jundiai,(11) 4492-2205,,4.3,3,"R. Adelino Martins, 1628 - Jardim das Tulipas, Jundiaí - SP, 13212-600",https://maps.google.com/?cid=18211564857685079964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2073,Construtora Jundiaí | Facilita Obras,Constr,Jundiai,(11) 94678-4000,facilitaobras.com,5,3,"R. Hilda Del Nero Bisquolo - Região Metropolitana de Jundiaí, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=13689168860780350602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2074,Construtora Labore,Constr,Jundiai,(11) 3963-0131,,2.3,3,"R. Benjamin Constant, 88 - Centro, Jundiaí - SP, 13201-046",https://maps.google.com/?cid=14749344297853628785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2075,Construtora Marcanti,Constr,Jundiai,(11) 2448-4684,marcanti.com.br,,,"R. Barão de Teffé, 160 - Anhangabaú, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=11910311663177454450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2076,Construtora Pacto Ltda.,Constr,Jundiai,(11) 2816-8591,construtorapacto.com.br,1,2,"Av. 9 de Julho, 3575 - Sala206 - Anhangabaú, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=16056331972786719344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2077,Construtora S Luiz,Constr,Jundiai,(11) 4582-4248,,2,1,"Av. Prof. Pedro Clarismundo Fornari, 250 - Engordadouro, Jundiaí - SP, 13214-660",https://maps.google.com/?cid=18281510789438087961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2078,Construtora Terra Nacional,Constr,Jundiai,(11) 4583-3220,terranacional.com.br,5,12,"R. Prudente de Moraes, 1521 - Centro, Jundiaí - SP, 13201-004",https://maps.google.com/?cid=13277706805632777566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2079,Construtora WB,Constr,Jundiai,(11) 4521-6661,portalwb.com.br,5,3,"R. do Retiro, 432 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=2194874410947063181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2080,Construvision Construtora Jundiaí,Constr,Jundiai,(11) 2709-9117,construvision.com.br,4,4,"Av. 9 de Julho, 3575 - Sl 1215 - Anhangabaú, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=13745830079754771396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2081,Construção Civil e Reformas,Constr,Jundiai,(11) 97835-0242,,5,1,"R. José Benedito Rosa, 80 - Jardim Santa Gertrudes, Jundiaí - SP, 13205-531",https://maps.google.com/?cid=12994328622926067981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2082,Contern-Construções Comércio,Constr,Jundiai,(11) 4492-0845,,5,1,"Alameda Cesp - s/n gb A3 - Região Metropolitana de Jundiaí, Jundiaí - SP, 13212-437",https://maps.google.com/?cid=12075441818970611995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2083,Controle tecnológico - CS Consultoria,Constr,Jundiai,(11) 98148-5653,cscontroletecnologico.com.br,5,9,"Av. Antônio Frederico Ozanan, 4230 - Jardim Shangai, Jundiaí - SP, 13215-485",https://maps.google.com/?cid=4086848142772732080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2084,Correia Soluções,Constr,Jundiai,(11) 97508-0157,correiasolucoes.com.br,4.9,10,"R. Cap. Cassiano Ricardo de Toledo - Região Metropolitana de Jundiaí, Jundiaí - SP, 13210-840",https://maps.google.com/?cid=15364744030335465556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2085,Cunha Construções Reformas,Constr,Jundiai,(11) 4606-3724,,4,1,"Condomínio Portal do - R. Subtenente Arnaldo Lourenço Rossi, 710 - Bairro do Castanho, Jundiaí - SP, 13205-640",https://maps.google.com/?cid=12287985490500375299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2086,César Harada Projetos e Construções,Constr,Jundiai,(11) 4521-8911,,4.2,5,"R. das Pitangueiras, 780 - Jardim Pitangueiras I, Jundiaí - SP, 13206-716",https://maps.google.com/?cid=156433840223650143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2087,DOUTOR METAL,Constr,Jundiai,(11) 96367-1940,doutormetal.com.br,5,5,"MAG - Rod. Eng. Constâncio Cintra - MATO DENTRO, Jundiaí - SP, 13216-605",https://maps.google.com/?cid=5682314116191526081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2088,DR CONSTRUÇÕES E REFORMA LTDA,Constr,Jundiai,(11) 99408-4390,,5,1,"Av. José Gothard, 106 - Medeiros, Jundiaí - SP, 13212-245",https://maps.google.com/?cid=106215365800820729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2089,Daniel Mendes Engenheiro Civil,Constr,Jundiai,(11) 98320-0142,,,,"R. dos Pinheiros, 405 - Jardim Samambaia, Jundiaí - SP, 13211-620",https://maps.google.com/?cid=2655874909636980809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2090,Definitiva Construtora,Constr,Jundiai,(11) 91012-2200,definitivaconstrutora.com.br,,,"R. Anchieta, 204 - Sl 102 - Vila Boaventura, Jundiaí - SP, 13201-804",https://maps.google.com/?cid=6620129568440708086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2091,Denis Reformas e Construção Civil,Constr,Jundiai,(11) 97741-6338,,5,3,"R. Campinas, 490 - Vila Formosa, Jundiaí - SP, 13214-290",https://maps.google.com/?cid=7752863561472069145&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2092,Destro Casa & Construção - Jundiaí,Constr,Jundiai,(11) 4497-1100,destro.com.br,4.6,319,"Av. Pref. Luis Latorre, 4.497 - Retiro, Jundiaí - SP, 13209-430",https://maps.google.com/?cid=18000173758960857359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2093,Diniz Florentino Construções rústicas e engenharia,Constr,Jundiai,(11) 94711-0408,,5,5,"Av. Benedicto Fagundes, 144 - Região Metropolitana de Jundiaí, Jundiaí - SP, 13215-792",https://maps.google.com/?cid=10750684970797041164&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2094,Diretiva Engenharia Construções,Constr,Jundiai,(11) 4583-3666,diretivaengenharia.com.br,4.7,50,"R. Aderbal da Costa Moreira, 163 - Retiro, Jundiaí - SP, 13209-550",https://maps.google.com/?cid=6022562081356346735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2095,Duo Assessoria e Planejamento de Obras,Constr,Jundiai,(11) 95286-6060,,5,1,"Avenida Bento dia Amaral Gurgel, 1623 - Vila Nambi, Jundiaí - SP, 13219-070",https://maps.google.com/?cid=10784290271157781337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2096,ECM construção e reforma,Constr,Jundiai,(11) 95236-8228,,,,"R. Rio de Janeiro, 420 - Jardim Tarumã, Jundiaí - SP, 13216-570",https://maps.google.com/?cid=13809905793158306857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2097,ENCANAMEX - Encanador e Eletricista - 24h,Constr,Jundiai,(11) 99851-8219,api.whatsapp.com,5,100,"Av. Antônio Raimundo de Oliveira, 782 - Jardim California, Jundiaí - SP, 13206-645",https://maps.google.com/?cid=12428947246812258680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2098,ENGETESB,Constr,Jundiai,(11) 99674-6609,engetesb.com.br,5,4,"R. Cap. Cassiano Ricardo de Toledo, 191 - Sl 912 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=12465507430130085530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2099,ENG° EMERSON BARBOSA,Constr,Jundiai,(11) 97455-3065,,,,"R. Antônio Monteiro - Medeiros, Jundiaí - SP, 13212-266",https://maps.google.com/?cid=11233153942692552314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2100,EPS Suits Brasil,Constr,Jundiai,(11) 91902-0010,suitsbrasil.com.br,4.5,20,"Rua Nicolau Carderelli, 198 - Jardim Paris, Jundiaí - SP, 13209-190",https://maps.google.com/?cid=3568521326283746099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2101,Empresa de Construção Reforma Jundiaí,Constr,Jundiai,(11) 3963-6663,,,,"R. Irineu Dolce, 171 - Parque Eloy Chaves, Jundiaí - SP, 13212-120",https://maps.google.com/?cid=7966980572369855819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2102,EngPro Solutions Construções e Instalações,Constr,Jundiai,(11) 4492-5034,,5,1,"Av. Dr.Odil Campos de Sáes, 376 - Jardim Sao Bento, Jundiaí - SP, 13207-145",https://maps.google.com/?cid=5529733339704917144&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2103,Engeform S/A Construções e Comércio,Constr,Jundiai,(11) 4521-3834,,,,"R. Maestro João Varanda, 42 - Vila Gotardo, Jundiaí - SP, 13201-831",https://maps.google.com/?cid=342145081513922166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2104,Engenharia Civil e Construção - M. Ferreira,Constr,Jundiai,(11) 7800-0985,mferreiraengenharia.com.br,,,"R. Carmela Nano, 432 - Jardim das Samambaias, Jundiaí - SP, 13211-710",https://maps.google.com/?cid=16515604193377508192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2105,Engenheiro Civil Daniel Hipólito Monteiro,Constr,Jundiai,(11) 99672-6927,,5,1,"Av. Luiz José Sereno, 740 - Jardim Ermida II, Jundiaí - SP, 13212-210",https://maps.google.com/?cid=11333565907800005563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2106,Evicon Construções e Incorporações Ltda,Constr,Jundiai,(11) 4586-4232,,1,5,"R. Barão de Teffé, n° 1000 - 13° Andar - Conjunto 131 - Jardim Ana Maria, Jundiaí - SP, 13208-761",https://maps.google.com/?cid=9502573268121112184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2107,Excelência Construções,Constr,Jundiai,(11) 4815-5119,excelenciaconstrucoes.net.br,5,3,"R. Itirapina, n° 1541 - Sl 22 - Vila Hortolandia, Jundiaí - SP, 13214-101",https://maps.google.com/?cid=3737392251126494166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2108,F construção,Constr,Jundiai,(11) 97363-1192,f-comstrucoes.negocio.site,2,1,"R. Nair Tomazetto - Bairro do Poste, Jundiaí - SP, 13213-249",https://maps.google.com/?cid=6756696018841420249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2109,FP Montagem e Manutenção,Constr,Jundiai,(11) 98835-7787,fpmontagem.com,4.5,2,"Av. Reynaldo Porcari, 2097 - Medeiros, Jundiaí - SP, 13212-321",https://maps.google.com/?cid=10608333625210872394&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2110,Fabricação Instalação Portões Grades Corrimão Escadas Jundiaí,Constr,Jundiai,(11) 4526-7728,serralheriamg.com.br,2.3,3,"R. Santos Dumont, 309 - Pte. Sao Joao, Jundiaí - SP, 13218-030",https://maps.google.com/?cid=13509161357111521475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2111,Fernandes e Silva Engenharia e Construções Eireli,Constr,Jundiai,(11) 98922-0656,fernandesesilvaengenharia.com.br,,,"R. Arderico Fossen - Jardim Petropolis, Jundiaí - SP, 13207-602",https://maps.google.com/?cid=418264956087426316&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2112,Fernandez Mera,Constr,Jundiai,(11) 4583-4111,fernandesmera.com.br,3.8,10,"R. Anchieta, 573 - Conjunto 92 - Vila Boaventura, Jundiaí - SP, 17490-050",https://maps.google.com/?cid=7395659659967573010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2113,Furnari Engenharia e Construções,Constr,Jundiai,(19) 97150-7394,,,,"Av. Antônio Frederico Ozanan, 9500 - Jardim Shangai, Jundiaí - SP, 13214-206",https://maps.google.com/?cid=1222769292833126344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2114,G + A Engenharia e Construção,Constr,Jundiai,,,3.9,11,"Rua Kênia, 37 - Jardim Bonfiglioli, Jundiaí - SP, 13207-389",https://maps.google.com/?cid=13866612004599546347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2115,GC Reformas - Jundiaí SP,Constr,Jundiai,(11) 97206-2692,sites.google.com,5,4,"R. Armando Carraro, 59 - Jardim Tamoio, Jundiaí - SP, 13219-302",https://maps.google.com/?cid=1393864821793216138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2116,GOLDRush Retroescavadeira,Constr,Jundiai,(11) 97889-9607,,,,"R. Luiz Scavone, 86 - Jardim Ana Maria, Jundiaí - SP, 13208-790",https://maps.google.com/?cid=11749213725647360284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2117,Galpão Comercial,Constr,Jundiai,(11) 4521-4175,,3,1,"Rod. Dom Gabriel Paulino Bueno Couto, 73 - Medeiros, Jundiaí - SP, 13212-240",https://maps.google.com/?cid=16131868859515013681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2118,Galpões Brasil e Montecalvo Arq. e Const.,Constr,Jundiai,(11) 4586-0598,galpoesbrasil.com,4.7,3,"R. Bonifácio José da Rocha, 47 - Vila Boaventura, Jundiaí - SP, 13201-812",https://maps.google.com/?cid=10826989700360183548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2119,Gaspar Construções e Engenharia,Constr,Jundiai,(11) 98691-2171,,5,13,"R. Cap. Cassiano Ricardo de Toledo, 191 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=11661097174227199421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2120,Geral montagens,Constr,Jundiai,,,,,"Av. da Uva, 786 - Res. Água Doce, Jundiaí - SP, 13213-235",https://maps.google.com/?cid=16304205745923539210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2121,Goldfarb Incorporações e Construções,Constr,Jundiai,(11) 4497-0777,,,,"R. Mario Borin, 315 - Chácara Urbana, Jundiaí - SP, 13201-836",https://maps.google.com/?cid=17262635939635162274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2122,Gonçalves Mão de Obra em Alvenaria,Constr,Jundiai,(11) 99295-6547,goncalves-mao-de-obra-em-alvenaria.ueniweb.com,5,1,"R. Cecília Meireles, 323 - Vila Rio Branco, Jundiaí - SP, 13215-400",https://maps.google.com/?cid=268491273361696002&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2123,Grisotti Clonstrutora,Constr,Jundiai,(11) 4607-0711,grisotti.com.br,4.5,13,"Av. Alberto Rodrigues de Oliveira, 127 - Jardim Florestal, Jundiaí - SP, 13215-720",https://maps.google.com/?cid=2490438272298208815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2124,Grupo Candido Irias,Constr,Jundiai,(11) 97396-2098,grupocandidoirias.eng.br,5,31,"R. do Retiro, 432 - Sl 104 - Vila Virginia, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=7368522410553383950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2125,HOLDER STEEL ESTRUTURAS METÁLICAS,Constr,Jundiai,(11) 99655-0887,holdersteel.com.br,5,28,"R. Francisco Pereira Coutinho, 321 - Vila Rafael de Oliveira, Jundiaí - SP, 13201-100",https://maps.google.com/?cid=9081982983369716304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2126,HS Empreendimentos e Participações,Constr,Jundiai,(11) 4522-1096,,5,1,"R. do Retiro, 1381 - Jardim Paris, Jundiaí - SP, 13209-000",https://maps.google.com/?cid=5657009683457824928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2127,Helbor,Constr,Jundiai,(11) 3174-1241,helbor.com.br,4.6,135,"R. Barão de Teffé, 160 - Anhangabaú, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=12890683022131366615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2128,House 10,Constr,Jundiai,(11) 97169-7110,house10jundiai.com.br,4.8,17,"Edif Mondial - Av. 9 de Julho, 3405 - Sl 211 - Vianelo/Bonfiglioli, Jundiaí - SP, 13208-056",https://maps.google.com/?cid=3985620175009935637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2129,"Hs Empreiteira - Construções, Reformas e Projetos - Jundiaí e região SP",Constr,Jundiai,(11) 97305-9945,hsempreiteira.com.br,4.9,73,"R. Barão de Teffé, 50 - Piso Superior - Jardim Ana Maria, Jundiaí - SP, 13208-760",https://maps.google.com/?cid=4144233192881493330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2130,Iso Construções e Incorporações,Constr,Jundiai,(11) 4492-6564,,3.4,7,"R. João Trevisan, 422 - St. Industrial, Jundiaí - SP, 13212-412",https://maps.google.com/?cid=11588418287906961209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2131,J&M Controle Tecnológico,Constr,Jundiai,(11) 97695-1101,jemcontroledequalidade.com.br,5,14,"Av. Guilherme Porcari, 3500 - Medeiros, Jundiaí - SP, 13212-255",https://maps.google.com/?cid=7505120140596241700&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2132,JA Construções,Constr,Jundiai,(11) 4533-7852,,5,1,"R. São José dos Campos, 399 - Vila Ruy Barbosa, Jundiaí - SP, 13219-110",https://maps.google.com/?cid=1138459619950602911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2133,JC Obra & Construção Preventiva,Constr,Jundiai,(11) 97749-1157,,,,"R. Mario Borin, 659 - Lj 2 - Vila Virginia, Jundiaí - SP, 13209-030",https://maps.google.com/?cid=416534798700372279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2134,JCV Construções,Constr,Jundiai,(11) 97429-7769,,,,"Av. Francisco Nobre, 600 - Medeiros, Jundiaí - SP, 13212-336",https://maps.google.com/?cid=6265220317678462664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2135,JOFEGE,Constr,Jundiai,,,,,"Rod. Pres. Tancredo de Almeida Neves, km 54 - Vila Alves, Jundiaí - SP, 07700-000",https://maps.google.com/?cid=15251784723055744883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2136,JPM Construtora,Constr,Jundiai,(11) 4806-8740,,4.6,13,"R. André Zancopé, 21 - Pte. de Campinas, Jundiaí - SP, 13201-140",https://maps.google.com/?cid=4354646659737310418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2137,JRM Construção,Constr,Jundiai,(11) 97107-2174,,5,1,"R. Francisco Alves Rodrigues, 19 - Parque Res. Almerinda Chaves, Jundiaí - SP, 13212-575",https://maps.google.com/?cid=1292421801352369807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2138,Join Construções,Constr,Jundiai,(11) 4431-1982,,1.6,7,"Rua Várzea Paulista, 487, piso inferior - Vila Agricola, Jundiaí - SP, 13202-700",https://maps.google.com/?cid=16179357403743234380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2139,Jundiaí I Incorporações Spe,Constr,Jundiai,(11) 4525-2599,,4,1,"Parque Eloy Chaves, Jundiaí - SP",https://maps.google.com/?cid=4747666201375184523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2140,Justo e Lopes Premium Homes,Constr,Jundiai,(11) 99659-0125,lp.justoelopes.com.br,,,"R. Hilda Del Nero Bisquolo, 102 - Sl 713 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=17916965234707045528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2141,Krios Construções,Constr,Jundiai,(11) 4521-6609,,5,6,"R. Cap. Cassiano Ricardo de Toledo, 200 - Chácara Urbana, Jundiaí - SP, 13201-840",https://maps.google.com/?cid=1701345146564263129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2142,LAX Construções Industriais,Constr,Jundiai,(19) 99708-9556,lax.ind.br,5,4,"R. Hilda Del Nero Bisquolo, 102 - Jardim Florida, Jundiaí - SP, 13208-703",https://maps.google.com/?cid=15889521848110697883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
2143,LIRACONSTRUÇÕES,Constr,Jundiai,(11) 94747-3218,liraconstrucoes.com.br,4.7,3,"R. Aristídes Chagas, 106 - Chácara Morada Mediterrânea, Jundiaí - SP, 13214-745",https://maps.google.com/?cid=3124519036881217785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
