#,Empresa,Segmento,Cidade,Telefone,Site,Nota,Avals,Endereco,Google_Maps,Status
6513,Empreiteira Canindé,Empreit,Sao Paulo,,,,,"R. Mohamad Ibrahim Saleh - São Miguel Paulista, São Paulo - SP, 08042-255",https://maps.google.com/?cid=12504631101567795410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6514,Empreiteira ECB Barros,Empreit,Sao Paulo,,,,,"Via de Pedestre Antônio Restori, 51 - Vila Rosaria, São Paulo - SP, 08021-025",https://maps.google.com/?cid=4833256746176587113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6515,Empreiteira FM,Empreit,Sao Paulo,,,,,"Av. José de Brito de Freitas, 471 - Vila Bandeirantes, São Paulo - SP, 02552-000",https://maps.google.com/?cid=6487864389071363101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6516,Empreiteira Ferreira e Lima,Empreit,Sao Paulo,,,,,"R. Flor de Amor, 108 - Jardim Pedro José Nunes, São Paulo - SP, 08061-250",https://maps.google.com/?cid=1128910374440349178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6517,Empreiteira Gerconi,Empreit,Sao Paulo,,,,,"Av. Dep. Emílio Carlos, 2113 - Lj 3 - Limão, São Paulo - SP, 02721-100",https://maps.google.com/?cid=15239194143509694321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6518,Empreiteira Hidracil,Empreit,Sao Paulo,,,,,"Rua Luís Botta, 595 - São Mateus, São Paulo - SP, 03959-000",https://maps.google.com/?cid=6089344038258085775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6519,Empreiteira Jeronimo,Empreit,Sao Paulo,,,,,"R. São Sepé, 62 - Jardim Brasil (Zona Norte), São Paulo - SP, 02227-150",https://maps.google.com/?cid=839705780913124102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6520,Empreiteira Rodrigues,Empreit,Sao Paulo,,,,,"R. Santo André Avelino, 303 - Parque Sao Rafael, São Paulo - SP, 08320-280",https://maps.google.com/?cid=6634848684466189858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6521,Empreiteira Ronaldo Monteiro,Empreit,Sao Paulo,,,,,"R. Manoel Leitoso, 388 - Jardim Angelina, São Paulo - SP, 04835-110",https://maps.google.com/?cid=16613173031230951240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6522,Empreiteira S.a.g.,Empreit,Sao Paulo,,,,,"R. Dr. Constâncio Teani, 160 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-140",https://maps.google.com/?cid=15618501317255747880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6523,Empreiteira Saikou Ltda,Empreit,Sao Paulo,,,,,"R. Manoel Antônio Pinto, 1027 - Vila Andrade, São Paulo - SP, 05663-020",https://maps.google.com/?cid=1097496990557873516&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6524,Empreiteira Sales Dantas,Empreit,Sao Paulo,,,,,"Av. Prof. Alípio de Barros, 520 - Jardim Maia, São Paulo - SP, 08180-000",https://maps.google.com/?cid=8356046708858688198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6525,Empreiteira Souza Júnior,Empreit,Sao Paulo,,,,,"Rua Luiz Faccini, 458 - Vila Teresinha, São Paulo - SP, 02853-040",https://maps.google.com/?cid=17591041420214610358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6526,Empreiteira Vichiato,Empreit,Sao Paulo,,,,,"R. Flórida, 1758 - Cidade Monções, São Paulo - SP, 04565-001",https://maps.google.com/?cid=5784476655828089266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6527,Empreiteira Zona Leste,Empreit,Sao Paulo,,,,,"R. Ponta de Lucena, 214 - Itaquera, São Paulo - SP, 08270-340",https://maps.google.com/?cid=978439132375528021&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6528,Empreiteiro e mestre de obra Alexsandro,Empreit,Sao Paulo,,,,,"Rua Tachã, 42 - Cs 2 - Vila Nova Curuca, São Paulo - SP, 08032-330",https://maps.google.com/?cid=16924752324116035948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6529,Empék Empreiteira,Empreit,Sao Paulo,,,,,"Av. Fernando Mendes de Almeida, 1573 - Parque Taipas, São Paulo - SP, 02987-100",https://maps.google.com/?cid=117484962742602741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6530,Inove Empreiteira de Obras,Empreit,Sao Paulo,,,,,"R. Itambacuri, 155 - Jabaquara, São Paulo - SP, 04347-070",https://maps.google.com/?cid=11663646234881997888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6531,J Moura Empreiteira de Obras,Empreit,Sao Paulo,,,,,"R. Tarapitinga, 311 - Vila Jacuí, São Paulo - SP, 08060-300",https://maps.google.com/?cid=9536614866147253925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6532,JB Empreiteira de Obras e Fundação,Empreit,Sao Paulo,,,,,"R. Garcia de Toledo, 601 - Jardim São Bento Novo, São Paulo - SP, 05882-440",https://maps.google.com/?cid=15748803587265660525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6533,JCNR EMPREITEIRA EIRELI,Empreit,Sao Paulo,,,,,"Rua Margot Fonteyn, 216 - Itaim Paulista, São Paulo - SP, 08121-710",https://maps.google.com/?cid=8512835482267170163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6534,Luiz Santos Empreiteira,Empreit,Sao Paulo,,,,,"Rua Guilherme Maw, 95 - Luz, São Paulo - SP, 01105-040",https://maps.google.com/?cid=18433649688007244220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6535,Luizes Empreiteira — Especialistas em Carpintaria e Concreto Armado e alvenaria,Empreit,Sao Paulo,,,,,"R. Lealdade, 665 - Jaguaré, São Paulo - SP, 05333-090",https://maps.google.com/?cid=5530553153414779777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6536,M.V EMPREITEIRA,Empreit,Sao Paulo,,,,,"R. Verbos do Amor, 21 - Conj. Res. José Bonifácio, São Paulo - SP, 08257-170",https://maps.google.com/?cid=1962312696796122806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6537,MIB Empreiteira,Empreit,Sao Paulo,,,,,"R. Maria Silvina Tavares - Santo Amaro, São Paulo - SP, 05873-270",https://maps.google.com/?cid=13948997915194657892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6538,Miracle - Empreiteira,Empreit,Sao Paulo,,,,,"R. Pref. Milton Improta, 837 - Vila Maria, São Paulo - SP, 02119-021",https://maps.google.com/?cid=9622019660382998357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6539,Ms Empreiteira,Empreit,Sao Paulo,,,,,"Av. Vila Ema, 3670 - Sl 2 - Vila Ema, São Paulo - SP, 03282-000",https://maps.google.com/?cid=11938378667226008589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6540,Oliver San Empreiteira Prestadora de S,Empreit,Sao Paulo,,,,,"R. Linária, 261 - Jardim Nélia, São Paulo - SP, 08142-189",https://maps.google.com/?cid=18079362431078438339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6541,Porto Empreiteira,Empreit,Sao Paulo,,,,,"R. Dr. Argemiro Couto de Barros, 86a - Vila Pirituba, São Paulo - SP, 05142-040",https://maps.google.com/?cid=2016048779514882735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6542,RXC Empreiteira,Empreit,Sao Paulo,,,,,"R. Abílio César, 550 - Jardim Soraia, São Paulo - SP, 05881-020",https://maps.google.com/?cid=10432708757244769839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6543,Ramos Gomes empreiteira,Empreit,Sao Paulo,,,,,"Rua Margarida Daboval, 29 - Jardim Sao Luis (Zona Leste), São Paulo - SP, 08121-010",https://maps.google.com/?cid=3191303476016712982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6544,Reality Empreiteira,Empreit,Sao Paulo,,,,,"Rua Namé, 711 - Vila Ré, São Paulo - SP, 03662-020",https://maps.google.com/?cid=5164078123801612656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6545,Santa Paula Empreiteira de Mão-de-Obra,Empreit,Sao Paulo,,,,,"Rua Chaporã, 99 - Casa Verde, São Paulo - SP, 02519-010",https://maps.google.com/?cid=4490401757726697409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6546,Siqueira Empreiteira - Me,Empreit,Sao Paulo,,,,,"R. Irmão Fabiano, 1 - Jardim Sao Pedro, São Paulo - SP, 08420-590",https://maps.google.com/?cid=6405845159401232329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6547,Téo Toninho Empreiteira de Obra,Empreit,Sao Paulo,,,,,"R. Otelo Augusto Ribeiro, 1193 - Guaianases, São Paulo - SP, 08412-000",https://maps.google.com/?cid=7975793373342790848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6548,Yeshua LC Empreiteira,Empreit,Sao Paulo,,,,,"R. Pedro Álvares Cabral, 21 - Sala 24 - Luz, São Paulo - SP, 01104-001",https://maps.google.com/?cid=9005543608134467162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6549,wetzl-empreiteira,Empreit,Sao Paulo,,,,,"R. João Teizen Sobrinho, 460 - Jardim Santa Helena, São Paulo - SP, 04785-150",https://maps.google.com/?cid=6926581264682967797&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6550,.Ccruz engenharia,Eng,Sao Paulo,(11) 99783-3067,,,,"Av. Antonelo da Messina, 769 - Sítio do Piqueri, São Paulo - SP, 02318-370",https://maps.google.com/?cid=18074139954536839033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6551,1108 Engenharia Inteligente,Eng,Sao Paulo,(11) 3078-0815,1108engenharia.com,3.7,3,"R. Joaquim Floriano, 243 - Conj 96 - Itaim Bibi, São Paulo - SP, 04534-010",https://maps.google.com/?cid=11812294794000477536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6552,2.0 Engenharia,Eng,Sao Paulo,(11) 2972-1335,,4.1,41,"R. Mal. Hermes da Fonseca, 237 - Santana, São Paulo - SP, 02020-000",https://maps.google.com/?cid=4554970097041054889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6553,2B Engenharia,Eng,Sao Paulo,(11) 94750-7274,2bengenharia.com.br,5,1,"Rua Vigília, 32 - Sl 3 - Vila Buenos Aires, São Paulo - SP, 03624-180",https://maps.google.com/?cid=14917196163924590762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6554,2N Engenharia ltda,Eng,Sao Paulo,(11) 5073-6344,doisn.com,4.8,53,"R. José Marti, 208 - Jardim da Saúde, São Paulo - SP, 04291-010",https://maps.google.com/?cid=17615630528281484929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6555,2P2L Engenharia,Eng,Sao Paulo,(11) 2036-8864,2p2l.com.br,4.6,9,"R. Francisco Marengo, 500 - Sl 24 A - Tatuapé, São Paulo - SP, 03313-000",https://maps.google.com/?cid=14096756638100686757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6556,2TM ENGENHARIA,Eng,Sao Paulo,(11) 94572-4110,,,,"R. Copacabana, 472 - Chora Menino, São Paulo - SP, 02461-000",https://maps.google.com/?cid=15000417789061069827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6557,2YOU Engenharia,Eng,Sao Paulo,(11) 98666-6008,2youengenharia.com,5,11,"R. Pais Leme, 524 - 05424, 904 - Andar 12 - Pinheiros, São Paulo - SP, 05424-904",https://maps.google.com/?cid=8830439197148220421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6558,3F ENGENHARIA,Eng,Sao Paulo,(11) 3467-5354,engenharia3f.com,,,"R. Maria Roschel, 67 - Cidade Dutra, São Paulo - SP, 04809-210",https://maps.google.com/?cid=3569605428243660350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6559,3ma engenharia,Eng,Sao Paulo,(11) 2281-7505,3ma-eng.com.br,4.7,3,"R. Benta Pereira, 435 - Santa Teresinha, São Paulo - SP, 02451-000",https://maps.google.com/?cid=6967863476551811007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6560,4S Engenharia,Eng,Sao Paulo,(11) 2935-9156,,3.5,16,"R. Barão de Capanema, 343 - Jardins, São Paulo - SP, 01411-011",https://maps.google.com/?cid=18435849682571534694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6561,5+ Engenharia,Eng,Sao Paulo,(11) 5052-3371,5mais.com.br,4.6,9,"Alameda Iraé, 234 - Bairro - Indianópolis, São Paulo - SP, 04075-000",https://maps.google.com/?cid=5157041851679412069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6562,7Avos Engenharia,Eng,Sao Paulo,(11) 97781-5256,7avosengenharia.com.br,5,4,"Rua Mario Minami, 83 - Jardim Alto Alegre, São Paulo - SP, 08381-160",https://maps.google.com/?cid=7283301931916686726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6563,@engenhariaorient,Eng,Sao Paulo,(11) 98333-6707,,4.5,2,"Avenida Marechal Tito, 5147 - Itaim Paulista, São Paulo - SP, 08115-100",https://maps.google.com/?cid=262124063936282468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6564,A Lopes Engenharia,Eng,Sao Paulo,(11) 97082-7873,alopes-eng.com.br,5,3,"R. Agenor Vieira da Silva - Vila Progresso (Zona Sul), São Paulo - SP, 04830-240",https://maps.google.com/?cid=6602071681618984263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6565,A M Y Engenharia e Empreendimentos,Eng,Sao Paulo,(11) 3046-8080,amy.com.br,4.8,13,"Av. Horácio Lafer, 160 - 10º andar - Itaim Bibi, São Paulo - SP, 04538-080",https://maps.google.com/?cid=88295421851943068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6566,A2M1 Engenharia,Eng,Sao Paulo,(11) 2308-0890,a2m1engenharia.com.br,5,8,"R. Aricurana, 335 - Cidade Antônio Estêvão de Carvalho, São Paulo - SP, 08220-140",https://maps.google.com/?cid=4944226919310376256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6567,A7Engenharia&projetos,Eng,Sao Paulo,(11) 98133-0408,,5,1,"Rua Mercedes Nasser Sabbag, 271 - Parque Santo Antônio, São Paulo - SP, 05851-300",https://maps.google.com/?cid=15085237197797620041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6568,AALS ENGENHARIA,Eng,Sao Paulo,,,,,"Av. Paulista, 37 - 4 andar - Bela Vista, São Paulo - SP, 01311-000",https://maps.google.com/?cid=7046154653983700798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6569,ABECE - Assoc Bras de Engenharia e Consultoria Estrutural,Eng,Sao Paulo,(11) 3938-9400,abece.com.br,4.6,18,"Av. Queiroz Filho, 1700 - Casa 80 - Vila Hamburguesa, São Paulo - SP, 05319-000",https://maps.google.com/?cid=13301657696374329287&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6570,ABELV ENGENHARIA,Eng,Sao Paulo,(11) 2305-7073,abelv.com.br,4.8,46,"R. Fernando Falcão, 1111 - Vila Claudia, São Paulo - SP, 03180-003",https://maps.google.com/?cid=11662876626131706383&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6571,ACRO ENGENHARIA,Eng,Sao Paulo,(11) 3228-6470,acroengenhariacivil.com.br,4.6,10,"R. Curupá, 810 - Vila Formosa, São Paulo - SP, 03355-010",https://maps.google.com/?cid=5502504343656739291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6572,ACS Engenharia de Estruturas Ltda,Eng,Sao Paulo,(11) 3675-3410,,5,1,"R. Padre Chico, 85 - Pompeia, São Paulo - SP, 05008-010",https://maps.google.com/?cid=3256327764963784183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6573,ADVANCE COMPANY ENGENHARIA,Eng,Sao Paulo,(11) 99170-7974,,5,2,"R. Zike Tuma, 142 - Jardim Ubirajara, São Paulo - SP, 04458-000",https://maps.google.com/?cid=2615603452446171628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6574,AF Engenharia e Laudos,Eng,Sao Paulo,(11) 98467-9930,afengenhariaelaudos.com.br,5,35,"R. Sílvio Barbini, 414 - Conj. Res. José Bonifácio, São Paulo - SP, 08250-650",https://maps.google.com/?cid=8352014954070220362&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6575,AF Fernandes Engenharia LTDA.,Eng,Sao Paulo,(11) 94073-4441,,5,1,"Av. Dep. Emílio Carlos, 674 - Limão, São Paulo - SP, 02720-000",https://maps.google.com/?cid=4768469333460654966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6576,AFS Serviços Engenharia,Eng,Sao Paulo,(11) 98105-3787,,5,8,"Av. Paulista, 2001 - Bela Vista, São Paulo - SP, 01311-931",https://maps.google.com/?cid=14840997126614662073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6577,AGE Engenharia,Eng,Sao Paulo,(11) 5660-5660,,,,"R. Bernardo de Freitas Azevedo, 61 - Jardim Ipanema, São Paulo - SP, 04784-000",https://maps.google.com/?cid=14307606683064438114&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6578,AIPO ENGENHARIA,Eng,Sao Paulo,(11) 99684-5788,aipoeng.com.br,,,"Rua Félix Guilhem, 91 - Lapa de Baixo, São Paulo - SP, 05069-000",https://maps.google.com/?cid=4445002230255937096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6579,AJ Engenharia e consultoria mecânica,Eng,Sao Paulo,(11) 5565-6664,,,,"Av. Celso dos Santos, 1036 - Vila Constancia, São Paulo - SP, 04658-241",https://maps.google.com/?cid=926203656623834994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6580,AKF CONSTRUTECH ENGENHARIA,Eng,Sao Paulo,(11) 96188-0886,,5,2,"R. Ranulfo Prata, numero 207 - Jardim Itacolomi, São Paulo - SP, 04385-020",https://maps.google.com/?cid=8661846071118519653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6581,AL8 Engenharia e Consultoria Elétrica,Eng,Sao Paulo,(11) 96460-7625,al8.com.br,4.9,194,"R. José Neves, 341 - Sala 2 - Vila Sao Paulo, São Paulo - SP, 04650-140",https://maps.google.com/?cid=17596847923572724222&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6582,ALFA ENGENHARIA,Eng,Sao Paulo,(11) 3624-0653,alfa-engenharia.com,5,1,"R. Iguatemi, 448 - Cj. 1501 - Itaim Bibi, São Paulo - SP, 01451-010",https://maps.google.com/?cid=12006713019757260216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6583,ALSS Soluções em Engenharia,Eng,Sao Paulo,(11) 96942-6048,,5,6,"Av. Eng. Caetano Álvares, 3062 - Sítio do Mandaqui, São Paulo - SP, 02535-008",https://maps.google.com/?cid=14710715857774821849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6584,ALTI LTDA - LAUDOS E SERVIÇOS DE ENGENHARIA,Eng,Sao Paulo,(11) 95436-3165,,5,3,"R. Afonso Mandia, 46 - Vila Campo Grande, São Paulo - SP, 04455-140",https://maps.google.com/?cid=14533167591636822230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6585,AM4 Engenharia,Eng,Sao Paulo,(11) 94747-0317,,5,12,"Tv. Dona Paula, 10 - São Miguel Paulista, São Paulo - SP, 01239-050",https://maps.google.com/?cid=309572594698614866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6586,AMF Engenharia,Eng,Sao Paulo,(11) 98382-6285,franca704.wixsite.com,,,"R. Votupoca, 53 - Vila Ipojuca, São Paulo - SP, 05055-000",https://maps.google.com/?cid=8503837362221767544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6587,APLICADA ENGENHARIA,Eng,Sao Paulo,(11) 97716-9252,,5,1,"Rua Sant'Ana, 518 - Vila Sao Pedro, São Paulo - SP, 04416-060",https://maps.google.com/?cid=18256043303009936975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6588,APS - Avaliações e Perícias de Engenharia,Eng,Sao Paulo,(11) 3661-3822,avaliacaoepericia.com.br,5,3,"Alameda Olga, n° 422 - Cj. 117 - Barra Funda, São Paulo - SP, 01155-040",https://maps.google.com/?cid=10993954060739275802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6589,AR Avaliações e Perícias de Engenharia,Eng,Sao Paulo,(11) 98400-7892,engenheirosavaliadores.com.br,5,1,"R. Dr. Manoel Guimarães - Itaquera, São Paulo - SP, 08230-200",https://maps.google.com/?cid=7958336220879114786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
6590,"ARDA Serviços e Projetos | Engenharia, Laudos e Projetos",Eng,Sao Paulo,(11) 95629-0600,ardasp.com.br,5,50,"Av. Paulista, 1471 - Bela Vista, São Paulo - SP, 01311-927",https://maps.google.com/?cid=1615358374143015174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Nao iniciado
